cvss_score,severity_level,exploitability,impact,has_exploit,is_public,response_time,request_size,error_rate,authentication_required,rate_limited,ssl_enabled,weak_cipher,expired_cert,subdomain_count,api_endpoints,sql_injection_attempts,xss_attempts,csrf_attempts,auth_bypass_attempts,is_critical,risk_score
3.745401188473625,0,0.26170568373590597,0.672702994208898,0,0,104.48543531271235,1151.3745443432172,0.37986064723163976,0,1,0,0,0,3,24,0,3,1,1,1,1.3637816582338083
9.50714306409916,1,0.24697879907199982,0.7966813971913723,1,0,18.920885439824715,1187.9615090010827,0.14412352037770187,0,1,0,0,0,3,23,2,6,0,0,1,3.408691948669254
7.319939418114051,3,0.9062545805210367,0.250467898792499,1,1,205.881230204191,628.1313141759282,0.10868236970548187,1,0,0,0,0,6,19,4,0,0,2,1,3.5694901973312456
5.986584841970366,2,0.2495461998495061,0.6248740996069989,0,0,94.96309904213051,549.1388173952832,0.14354511279445784,0,1,0,0,0,6,19,5,3,2,0,1,2.8271384975095857
1.5601864044243652,3,0.271949726128631,0.5717459831437487,0,1,17.103020498506684,776.2173620573195,0.2192845333460903,0,0,0,1,0,9,24,2,4,1,0,1,1.3946102777181668
1.5599452033620265,2,0.7593982624179637,0.8328303767882711,0,0,327.9105176658682,801.5375672454123,0.08369829889453649,0,0,0,1,0,5,28,0,2,2,2,1,1.3068178568895432
0.5808361216819946,2,0.44973984245054,0.9060870604812605,0,0,73.05696752151296,1226.0258390507292,0.17347828220638126,1,0,0,0,0,3,16,4,2,2,1,1,1.2776248719443686
8.661761457749352,3,0.7767105569551812,0.012156771477386807,0,1,7.569217450936599,815.6383648926715,0.03674747139346138,1,1,0,0,0,6,22,1,2,1,0,1,3.4168585365896904
6.011150117432088,0,0.06536615756438524,0.6740199190587927,0,0,98.57289822107595,743.0954445156389,0.058037742035224056,1,0,0,0,0,4,21,3,2,1,1,1,2.314252946723103
7.080725777960454,1,0.4875711936733843,0.05183579911972902,0,0,29.19564037548615,816.5098789916323,0.12677241261385047,0,0,0,0,0,5,23,3,1,0,2,1,2.905128782307104
0.20584494295802447,0,0.03361360018328263,0.5488586650773559,0,0,162.80778205245576,1335.5897002462634,0.2320734759687575,0,1,0,0,0,4,21,1,5,0,1,1,0.3491243226765031
9.699098521619943,4,0.06265320345535452,0.2876327290436782,0,0,170.27714516941884,1003.9130123130857,0.12047377274407761,1,0,0,0,0,7,22,4,2,1,2,1,4.362272446360838
8.324426408004218,3,0.906437453344411,0.3067765995221412,0,0,386.0729114137212,946.2246923929263,0.09788815280695735,0,0,0,1,0,9,16,3,2,0,0,1,3.579310030331248
2.1233911067827616,0,0.13924537111759516,0.3529585034523566,0,0,69.6893250375225,966.9983503896844,0.14329806137727988,1,0,0,0,0,6,32,1,1,2,1,1,0.9108479132203211
1.8182496720710062,2,0.5324206822752171,0.6212924490496101,0,0,60.68903676830766,1387.6181002979567,0.1425574324960873,1,0,1,0,0,5,16,1,6,0,0,1,1.218531871320026
1.8340450985343382,3,0.41109560260070654,0.3340499656687692,0,0,140.02943266900158,775.2484820190275,0.4924447309253585,0,0,0,0,0,2,21,4,2,2,1,1,1.761985364800723
3.0424224295953772,0,0.3473433262588427,0.7326990505902804,1,0,14.21059421907458,1394.6524872820312,0.14228626736329691,0,1,0,0,0,7,22,0,2,1,0,0,1.0747330854059816
5.247564316322379,1,0.8998333456872725,0.4045273855738697,1,0,79.16766671208309,1063.148889676451,0.3529321399050928,1,0,0,0,0,2,21,2,3,1,2,1,2.3699234045858852
4.319450186421157,3,0.0218233967754895,0.06835320030995862,0,0,79.02036044492414,951.8741854073957,0.13645997489368922,1,0,0,0,0,5,22,1,5,2,0,1,2.0093615454891647
2.9122914019804194,0,0.6637896861755891,0.7837598424841072,0,1,9.373186109627053,1750.2701493802845,0.3707465382985311,0,0,0,0,0,5,32,1,1,2,0,1,1.1908198498930802
6.118528947223795,2,0.9633944342135504,0.285758324592706,0,0,54.12574871347138,683.3081530604211,0.08355427790947575,0,0,0,0,0,4,23,3,6,1,0,1,2.722931597988077
1.3949386065204183,0,0.5601681834618419,0.43276687959926263,0,0,191.9261976619523,893.8942721298982,0.4188978999964989,0,0,0,0,0,2,17,4,5,0,2,1,1.1674218414152913
2.9214464853521815,3,0.9368224620330918,0.6854438832219015,0,1,193.90093682703647,630.2706282508,0.15230993630460352,0,1,0,0,0,11,21,1,6,1,2,1,2.0197738973939035
3.663618432936917,4,0.05225787928602377,0.332456157148712,1,0,10.45138352147615,1285.7385911608508,0.059427662380470765,0,0,0,0,1,5,21,2,5,0,2,1,2.356792635346286
